record_id,source_type,domain,library,title,content,code_signature,tags,url,author,date_published,votes_or_stars,relevance_label,difficulty_level
20fd9494-66a5-4d0d-8c1b-444763d0dcf9,github_issue,FastAPI/Flask/Django,flask,BUG: Flask session not persisting between requests in tests,"Problem: Session data set in one request is not available in the next request during testing.

Fix/Discussion: Use Flask test client's session_transaction() context manager: `with client.session_transaction() as sess:
    sess['user_id'] = 1`. Ensure SECRET_KEY is set. For testing: `app.config['TESTING'] = True; app.config['SECRET_KEY'] = 'test'`.",status:closed,"flask, orm, fastapi, rest, dependency-injection",https://github.com/flask/flask/issues/2141,contributor_5020,01-06-2021,193,medium,intermediate
2e2c2f28-b2f9-4ab9-979c-318e11ce3f68,documentation,FastAPI/Flask/Django,Django,Django ORM Queries — official reference,"Official documentation for Django ORM Queries. The method signature is `QuerySet.filter(**kwargs)`. filters QuerySet rows matching given field lookups. Raises `FieldError` when an unknown field lookup is provided. See also: QuerySet.exclude, QuerySet.annotate, Q objects.",QuerySet.filter(**kwargs),"rest, response, fastapi, request, routing",https://docs.django.org/en/stable/QuerySet/filter.html,Official Docs,02-12-2022,2432,high,intermediate
6b3f609a-791b-478c-8a5d-18d43764379a,documentation,Requests/HTTP/APIs,httpx,How to use httpx.AsyncClient in httpx,"`httpx.httpx.AsyncClient` provides an async HTTP client for non-blocking requests. Example usage:
```python
async with httpx.AsyncClient() as client:
    r = await client.get(url)
    data = r.json()
```
This is useful when making concurrent HTTP requests in async applications. Performance tip: set timeout=httpx.Timeout(10.0) to prevent hanging requests.",httpx.AsyncClient,"timeout, rate-limiting, requests, oauth, aiohttp",https://docs.httpx.org/en/stable/httpx/AsyncClient.html,Official Docs,05-09-2023,4182,high,intermediate
78a8b902-923f-4862-abb2-8a82cc210861,stack_overflow,FastAPI/Flask/Django,fastapi,How to implement JWT authentication in FastAPI?,"```python
from fastapi.security import OAuth2PasswordBearer
from jose import jwt
oauth2_scheme = OAuth2PasswordBearer(tokenUrl='token')
```
Create access tokens with `jwt.encode(payload, SECRET_KEY, algorithm='HS256')`. Verify with `jwt.decode(token, SECRET_KEY, algorithms=['HS256'])`. Store SECRET_KEY in environment variables, never in code.",Use python-jose for JWT and passlib for password hashing with OAuth2PasswordBearer.,"dependency-injection, routing, flask, middleware",https://stackoverflow.com/questions/7754864,user_773587,12-02-2023,388,medium,intermediate
f2a60b88-b89d-4565-b952-8bba93d1775c,documentation,OS/Subprocess/File I/O,subprocess,subprocess — Process Execution,"The `subprocess.run` function in subprocess runs a subprocess and waits for it to complete. It accepts `args, capture_output=False, timeout=None` as a parameter and returns CompletedProcess. Common use cases include executing shell commands, scripts, or external programs from Python. Note that use shell=False (default) to avoid shell injection vulnerabilities.","subprocess.run(args, capture_output=False, timeout=None) -> CompletedProcess","shutil, stdin, pathlib, stdout",https://docs.subprocess.org/en/stable/subprocess/run.html,Official Docs,25-03-2024,429,low,intermediate
796e34e4-0c37-4c9b-81d7-07f4ed854136,github_issue,OS/Subprocess/File I/O,cpython,FEAT: pathlib: add support for reading/writing with encoding shorthand,"Problem: pathlib.Path.read_text() does not default to UTF-8, causing issues across platforms.

Fix/Discussion: Always pass encoding explicitly: `Path('file').read_text(encoding='utf-8')`. Python 3.10+ added `encoding='locale'` default change proposal. Best practice: always specify encoding in all file I/O operations for portability.",status:closed,"env-variable, file-io, glob, stdin, os",https://github.com/cpython/cpython/issues/2707,contributor_7877,05-12-2022,489,medium,advanced
532002f5-f670-499f-9d07-bd87872efc96,github_issue,SQLAlchemy/Databases,sqlalchemy,BUG: SQLAlchemy connection pool exhaustion under load,"Problem: Application hangs under concurrent load — all connections are checked out and pool is exhausted.

Fix/Discussion: Increase `pool_size` and `max_overflow`. Ensure sessions are always closed: use `contextmanager` or `with Session() as session:`. Set `pool_timeout` to fail fast. Enable `pool_pre_ping=True`. Monitor with `engine.pool.checkedout()`. In async: use `AsyncSession` with `async_scoped_session`.",status:closed,"foreign-key, orm, session",https://github.com/sqlalchemy/sqlalchemy/issues/106,contributor_5078,28-01-2018,278,high,beginner
dcbd8a8a-af77-43a5-95d8-e58b4edcf8a1,stack_overflow,Requests/HTTP/APIs,websocket,How to add retry logic to requests?,"```python
from requests.adapters import HTTPAdapter
from urllib3.util.retry import Retry
retry = Retry(total=3, backoff_factor=1, status_forcelist=[500,502,503,504])
adapter = HTTPAdapter(max_retries=retry)
session.mount('https://', adapter)
```",Mount an HTTPAdapter with urllib3 Retry on the Session.,"rest-api, timeout, headers",https://stackoverflow.com/questions/1669324,user_952590,28-09-2019,1532,medium,intermediate
590db587-625e-4687-8dad-3d3cd0d74ec6,documentation,FastAPI/Flask/Django,Django,Django ORM Queries — official reference,"Official documentation for Django ORM Queries. The method signature is `QuerySet.filter(**kwargs)`. filters QuerySet rows matching given field lookups. Raises `FieldError` when an unknown field lookup is provided. See also: QuerySet.exclude, QuerySet.annotate, Q objects.",QuerySet.filter(**kwargs),"dependency-injection, response, rest, orm, routing",https://docs.django.org/en/stable/QuerySet/filter.html,Official Docs,06-05-2022,2432,medium,advanced
d8488e6a-6fb6-423b-8ab5-4e8f1ee958b9,documentation,OS/Subprocess/File I/O,subprocess,subprocess — Process Execution,"The `subprocess.run` function in subprocess runs a subprocess and waits for it to complete. It accepts `args, capture_output=False, timeout=None` as a parameter and returns CompletedProcess. Common use cases include executing shell commands, scripts, or external programs from Python. Note that use shell=False (default) to avoid shell injection vulnerabilities.","subprocess.run(args, capture_output=False, timeout=None) -> CompletedProcess","stderr, process, shutil, pipe, subprocess, pathlib",https://docs.subprocess.org/en/stable/subprocess/run.html,Official Docs,24-01-2022,440,high,intermediate
06d5f02d-053f-41ed-8eba-1b5369eef175,documentation,OS/Subprocess/File I/O,os,os Environment Variables — official reference,"Official documentation for os Environment Variables. The method signature is `os.environ(key)`. provides a mapping of the current environment variables. Raises `KeyError` when key is accessed with [] notation and is not set. See also: dotenv, os.getenv, os.putenv.",os.environ(key),"process, os, stdin, subprocess, stderr",https://docs.os.org/en/stable/os/environ.html,Official Docs,17-03-2024,2235,medium,intermediate
01b4bcae-84ce-4ae5-8c8d-1a2f09d27ea9,documentation,SQLAlchemy/Databases,SQLAlchemy,How to use create_engine in SQLAlchemy,"`SQLAlchemy.create_engine` creates a database engine representing a connection pool. Example usage:
```python
engine = create_engine('postgresql://user:pass@host/db', echo=True)
```
This is useful when establishing the central database connection for an application. Performance tip: set pool_size and max_overflow based on expected concurrency.",create_engine,"connection-pool, transaction, migration, session",https://docs.sqlalchemy.org/en/stable/create_engine.html,Official Docs,24-04-2023,2067,medium,beginner
a0b25496-990e-41fc-bc7a-bb0d8f9f73c4,github_issue,SQLAlchemy/Databases,sqlalchemy,BUG: SQLAlchemy connection pool exhaustion under load,"Problem: Application hangs under concurrent load — all connections are checked out and pool is exhausted.

Fix/Discussion: Increase `pool_size` and `max_overflow`. Ensure sessions are always closed: use `contextmanager` or `with Session() as session:`. Set `pool_timeout` to fail fast. Enable `pool_pre_ping=True`. Monitor with `engine.pool.checkedout()`. In async: use `AsyncSession` with `async_scoped_session`.",status:closed,"orm, connection-pool, postgresql, session",https://github.com/sqlalchemy/sqlalchemy/issues/106,contributor_5078,14-12-2019,256,low,intermediate
e84459ce-ae65-4f4c-8f51-67ff4a055b71,documentation,OS/Subprocess/File I/O,os,os Environment Variables — official reference,"Official documentation for os Environment Variables. The method signature is `os.environ(key)`. provides a mapping of the current environment variables. Raises `KeyError` when key is accessed with [] notation and is not set. See also: dotenv, os.getenv, os.putenv.",os.environ(key),"tempfile, pathlib, shutil, file-io, env-variable, process",https://docs.os.org/en/stable/os/environ.html,Official Docs,13-03-2019,2230,medium,beginner
5be5fd63-6768-4cf6-937b-21ddf2d2f293,stack_overflow,FastAPI/Flask/Django,django,Flask: how to return JSON responses properly?,"`return jsonify({'key': 'value'})` sets Content-Type to application/json. Flask 1.0+ automatically converts returned dicts to JSON responses. For custom status codes: `return jsonify(data), 201`. For errors: use `abort(404)` or return `({'error': 'Not found'}, 404)`.",Use jsonify() or return a dict directly (Flask 1.0+).,"dependency-injection, rest, template",https://stackoverflow.com/questions/8930103,user_264801,18-04-2022,2246,high,beginner
c3d049cd-d7cf-4cd3-9c9a-9943ef41c12f,github_issue,OS/Subprocess/File I/O,cpython,FEAT: pathlib: add support for reading/writing with encoding shorthand,"Problem: pathlib.Path.read_text() does not default to UTF-8, causing issues across platforms.

Fix/Discussion: Always pass encoding explicitly: `Path('file').read_text(encoding='utf-8')`. Python 3.10+ added `encoding='locale'` default change proposal. Best practice: always specify encoding in all file I/O operations for portability.",status:closed,"stdout, process, glob, stderr, env-variable",https://github.com/cpython/cpython/issues/2707,contributor_7877,18-01-2024,464,high,intermediate
c1a92ff2-0cde-4dc1-93fd-b439e43111ee,github_issue,Asyncio/Threading,cpython,PERF: concurrent.futures.ProcessPoolExecutor slow startup on Windows,"Problem: ProcessPoolExecutor takes 3-5 seconds to start on Windows due to process spawning overhead.

Fix/Discussion: Windows uses 'spawn' start method (vs 'fork' on Linux). Mitigations: (1) Reuse executor across calls — don't create/destroy in loops. (2) Use 'forkserver' or 'fork' on Linux/macOS. (3) For short tasks, ThreadPoolExecutor may be faster. (4) Use `initializer` param to pre-load modules.",status:closed,"event-loop, await, race-condition, executor, threading",https://github.com/cpython/cpython/issues/6647,contributor_4097,24-07-2019,256,high,beginner
a039419f-ae49-4c3a-8e64-118b9c9b1a52,stack_overflow,FastAPI/Flask/Django,django,How to run background tasks in FastAPI?,"FastAPI's `BackgroundTasks`: add `background_tasks: BackgroundTasks` as a parameter, then `background_tasks.add_task(func, *args)`. Runs after response is sent. For heavy workloads (email, ML inference), use Celery with Redis/RabbitMQ broker. For async background work, `asyncio.create_task()` works within async endpoints.",Use BackgroundTasks for lightweight tasks or Celery for heavy/distributed work.,"request, middleware, template, fastapi, flask",https://stackoverflow.com/questions/8077999,user_202401,03-05-2023,1847,high,advanced
90a9e36a-50b8-4f26-a908-6ea347a7625a,stack_overflow,FastAPI/Flask/Django,flask,How do I handle CORS in FastAPI?,"```python
from fastapi.middleware.cors import CORSMiddleware
app.add_middleware(CORSMiddleware, allow_origins=['*'], allow_methods=['*'], allow_headers=['*'])
```
In production, replace `'*'` with your actual frontend domain. For credentials (cookies), set `allow_credentials=True` and specify exact origins.",Add CORSMiddleware from starlette to your FastAPI app.,"request, routing, template",https://stackoverflow.com/questions/1527021,user_911393,11-03-2020,929,low,advanced
62128db7-5d89-4644-ad92-8a78068e1234,stack_overflow,NumPy/Pandas,array,Why is my Pandas merge creating duplicate rows?,Duplicate rows after merge usually mean the join key is not unique. Diagnose with `df.duplicated(subset=['key']).sum()`. Use `how='left'` carefully when right table has multiple matches. Set `validate='one_to_many'` or `'many_to_one'` to enforce cardinality. Consider deduplicating with `df.drop_duplicates(subset=['key'])` before merging.,Your merge key has duplicates in one or both DataFrames. Use validate='one_to_one' to catch this early.,"numpy, broadcasting, array, nan, vectorization",https://stackoverflow.com/questions/2321324,user_99814,09-12-2022,229,medium,advanced
d4855603-15e0-43bb-a2da-5d9ad6879db4,stack_overflow,NumPy/Pandas,array,Why is my Pandas merge creating duplicate rows?,Duplicate rows after merge usually mean the join key is not unique. Diagnose with `df.duplicated(subset=['key']).sum()`. Use `how='left'` carefully when right table has multiple matches. Set `validate='one_to_many'` or `'many_to_one'` to enforce cardinality. Consider deduplicating with `df.drop_duplicates(subset=['key'])` before merging.,Your merge key has duplicates in one or both DataFrames. Use validate='one_to_one' to catch this early.,"nan, dataframe, numpy, loc, groupby, array",https://stackoverflow.com/questions/2321324,user_99814,14-12-2020,251,medium,intermediate
9533f064-e714-485b-bc0d-3f869243fc41,stack_overflow,OS/Subprocess/File I/O,shutil,How to read a large file line by line in Python without loading it all into memory?,"```python
with open('large.txt', 'r') as f:
    for line in f:
        process(line.strip())
```
This reads one line at a time. For binary files: use `f.read(chunk_size)` in a loop. For CSV: use `pd.read_csv(file, chunksize=10000)`. Never use `f.readlines()` on large files.",Iterate over the file object directly — it yields lines lazily.,"file-io, process, shutil, pathlib, env-variable",https://stackoverflow.com/questions/2737893,user_994539,07-05-2018,2301,high,beginner
